,id,region,area_by_m2,width_of_facade,width_of_road,is_legal,price,most_similar
2695,2695,Lâm Hà,225,8,12,1,10.01,"[632, 2416, 3985, 3818, 2994]"
2696,2696,Bảo Lâm,146,5,11,1,11.41,"[3048, 3912, 1134, 2648, 3336]"
2697,2697,Lâm Hà,179,7,11,0,6.47,"[3662, 3768, 1745, 3606, 1061]"
2698,2698,Đạ Huoai,217,7,15,1,7.61,"[1017, 874, 4080, 57, 1199]"
2699,2699,Bảo Lâm,227,14,6,0,11.55,"[2583, 2048, 4769, 4038, 105]"
2700,2700,Cát Tiên,227,10,11,1,11.56,"[3324, 3771, 2286, 3144, 1075]"
2701,2701,Bảo Lâm,113,9,6,0,2.05,"[3814, 4662, 171, 3369, 3459]"
2702,2702,Đức Trọng,249,7,13,0,3.47,"[3520, 1463, 2754, 2725, 2350]"
2703,2703,Bảo Lâm,170,6,14,0,14.07,"[400, 49, 3299, 1724, 3396]"
2704,2704,Bảo Lộc,234,11,8,0,2.51,"[3209, 1607, 2431, 2487, 4499]"
2705,2705,Di Linh,166,6,14,0,14.5,"[3403, 4606, 4792, 2146, 1883]"
2706,2706,Bảo Lộc,50,12,13,0,8.1,"[2797, 2536, 2728, 4392, 974]"
2707,2707,Đơn Dương,137,13,12,0,5.36,"[4010, 436, 241, 2657, 3284]"
2708,2708,Lâm Hà,229,10,7,1,7.94,"[1003, 1661, 3089, 1915, 3034]"
2709,2709,Lâm Hà,87,6,5,1,4.98,"[4414, 2015, 2991, 4990, 383]"
2710,2710,Bảo Lâm,104,11,6,0,8.44,"[3536, 3126, 2241, 1204, 2790]"
2711,2711,Bảo Lộc,132,10,15,1,6.55,"[3156, 3806, 831, 1362, 4076]"
2712,2712,Đạ Tẻh,156,7,14,0,5.21,"[1115, 3777, 1834, 15, 709]"
2713,2713,Đức Trọng,82,8,11,0,10.0,"[1320, 2848, 2679, 3298, 3077]"
2714,2714,Đạ Tẻh,149,15,13,1,1.5,"[4119, 4936, 542, 1891, 3945]"
2715,2715,Đạ Tẻh,123,15,5,0,9.62,"[4211, 329, 1233, 4238, 427]"
2716,2716,Bảo Lộc,132,6,9,0,12.87,"[3522, 2314, 3066, 265, 1004]"
2717,2717,Lạc Dương,130,5,11,1,4.69,"[3794, 614, 889, 2041, 208]"
2718,2718,Đạ Huoai,191,15,13,0,8.13,"[1407, 3179, 4943, 4890, 2186]"
2719,2719,Đà Lạt,88,10,11,0,13.57,"[2884, 1120, 23, 2317, 3190]"
2720,2720,Cát Tiên,161,12,8,1,7.35,"[1877, 2862, 210, 2212, 4273]"
2721,2721,Đà Lạt,113,14,10,0,14.64,"[4423, 1334, 4866, 4676, 4388]"
2722,2722,Đạ Tẻh,62,9,10,0,2.01,"[3557, 175, 1442, 4271, 1152]"
2723,2723,Lâm Hà,98,5,8,1,9.21,"[2141, 4990, 2639, 29, 2735]"
2724,2724,Đam Rông,56,12,6,0,1.8,"[2500, 2656, 1057, 2978, 1367]"
2725,2725,Đức Trọng,216,8,12,0,5.12,"[2426, 3782, 1463, 4991, 2702]"
2726,2726,Đà Lạt,218,14,11,0,12.47,"[960, 647, 1102, 4388, 1528]"
2727,2727,Di Linh,70,12,13,1,10.87,"[1567, 553, 4930, 460, 239]"
2728,2728,Bảo Lộc,80,14,15,0,7.38,"[2706, 2655, 3212, 2228, 4476]"
2729,2729,Lạc Dương,162,7,6,1,1.71,"[1741, 4833, 906, 4028, 384]"
2730,2730,Bảo Lâm,221,10,11,1,8.3,"[3254, 1211, 4966, 4810, 2784]"
2731,2731,Cát Tiên,208,11,5,1,2.22,"[3473, 665, 1681, 963, 1608]"
2732,2732,Cát Tiên,165,9,7,1,10.75,"[1877, 2031, 2440, 1445, 365]"
2733,2733,Bảo Lâm,117,6,11,0,3.45,"[4742, 126, 3238, 3107, 1437]"
2734,2734,Đạ Huoai,165,14,5,1,8.0,"[1225, 3255, 2124, 3059, 4733]"
2735,2735,Lâm Hà,154,5,8,1,7.21,"[4498, 3795, 4867, 2141, 2483]"
2736,2736,Bảo Lâm,225,8,9,0,5.2,"[493, 739, 1579, 176, 653]"
2737,2737,Lâm Hà,80,10,6,1,10.27,"[1315, 3332, 529, 1028, 3436]"
2738,2738,Lâm Hà,115,10,7,0,10.88,"[2154, 4801, 697, 4607, 2935]"
2739,2739,Đam Rông,154,9,13,0,14.86,"[2323, 1585, 3349, 2601, 1752]"
2740,2740,Bảo Lộc,78,5,7,0,3.07,"[2599, 1403, 3101, 2851, 1101]"
2741,2741,Bảo Lộc,213,7,11,1,11.57,"[4280, 3236, 524, 4730, 3386]"
2742,2742,Đạ Huoai,190,10,5,1,5.07,"[4016, 627, 2516, 3724, 4012]"
2743,2743,Cát Tiên,247,9,6,1,3.84,"[1608, 2214, 963, 3473, 1655]"
2744,2744,Đam Rông,169,5,6,0,3.73,"[933, 1809, 3304, 4520, 2687]"
2745,2745,Đức Trọng,224,6,7,1,14.45,"[2545, 3970, 2429, 1049, 2955]"
2746,2746,Đà Lạt,64,8,8,1,7.2,"[4181, 354, 2913, 1298, 4659]"
2747,2747,Di Linh,121,15,5,0,12.6,"[2096, 1020, 269, 561, 3314]"
2748,2748,Bảo Lâm,168,6,6,0,13.62,"[121, 4804, 591, 4946, 3719]"
2749,2749,Đam Rông,150,13,9,0,1.58,"[1576, 1586, 4047, 3967, 4452]"
2750,2750,Đam Rông,221,7,12,0,13.77,"[137, 182, 4836, 3619, 4072]"
2751,2751,Đam Rông,230,5,15,1,14.26,"[243, 4706, 3371, 4328, 1820]"
2752,2752,Cát Tiên,206,13,8,1,12.36,"[3805, 1093, 2212, 3144, 1907]"
2753,2753,Bảo Lộc,84,5,14,0,12.45,"[2082, 1084, 1048, 610, 1304]"
2754,2754,Đức Trọng,204,7,13,0,2.17,"[2702, 2725, 222, 1463, 3520]"
2755,2755,Bảo Lộc,115,11,5,0,4.49,"[3813, 503, 2358, 3610, 3599]"
2756,2756,Lâm Hà,116,5,14,0,5.84,"[562, 2401, 4135, 433, 2194]"
2757,2757,Bảo Lâm,91,12,8,1,13.76,"[717, 1984, 4157, 312, 678]"
2758,2758,Đạ Tẻh,136,12,9,1,11.95,"[1106, 3370, 909, 2625, 3354]"
2759,2759,Bảo Lâm,91,15,12,1,10.28,"[1258, 4444, 3796, 2804, 1947]"
2760,2760,Bảo Lâm,150,14,12,1,11.32,"[1258, 4528, 1357, 3539, 2856]"
2761,2761,Cát Tiên,207,6,12,0,1.54,"[4739, 1317, 4285, 3503, 1480]"
2762,2762,Bảo Lộc,84,8,7,1,1.24,"[4160, 4604, 3759, 620, 3852]"
2763,2763,Đà Lạt,213,6,6,1,11.08,"[1265, 226, 4806, 4634, 1076]"
2764,2764,Đơn Dương,130,8,6,0,5.52,"[2233, 4892, 1951, 1688, 2117]"
2765,2765,Bảo Lộc,161,8,6,0,6.18,"[4558, 3813, 3624, 615, 1114]"
2766,2766,Đam Rông,217,6,6,1,9.79,"[4605, 1507, 4398, 111, 1345]"
2767,2767,Lạc Dương,204,9,9,0,10.33,"[4352, 3791, 3953, 3122, 707]"
2768,2768,Đạ Huoai,96,13,15,0,3.36,"[1992, 1646, 4078, 3125, 300]"
2769,2769,Lạc Dương,105,12,13,1,1.1,"[3323, 3495, 802, 2106, 3607]"
2770,2770,Đà Lạt,72,11,9,1,8.62,"[3792, 354, 3826, 3799, 4181]"
2771,2771,Bảo Lâm,108,13,10,0,14.67,"[4699, 2515, 1707, 257, 3497]"
2772,2772,Đơn Dương,250,7,8,1,7.69,"[2184, 1453, 1244, 3424, 434]"
2773,2773,Đạ Huoai,146,15,7,0,14.13,"[462, 1825, 2012, 291, 3787]"
2774,2774,Lạc Dương,79,13,5,1,7.87,"[845, 565, 4036, 4695, 411]"
2775,2775,Bảo Lâm,184,15,10,1,12.42,"[3539, 2760, 256, 2856, 1357]"
2776,2776,Lạc Dương,157,12,6,1,11.29,"[1404, 2586, 1540, 3685, 3321]"
2777,2777,Cát Tiên,100,7,10,1,10.86,"[4921, 2490, 2596, 3235, 130]"
2778,2778,Đà Lạt,169,13,13,1,6.56,"[4371, 592, 646, 2521, 841]"
2779,2779,Đam Rông,218,6,7,0,14.37,"[4342, 145, 4625, 132, 2908]"
2780,2780,Đức Trọng,57,7,9,0,5.95,"[4839, 3478, 2246, 2636, 581]"
2781,2781,Di Linh,67,8,6,0,3.3,"[4279, 88, 1081, 2669, 923]"
2782,2782,Di Linh,77,8,15,0,11.74,"[3570, 2059, 4137, 1251, 4373]"
2783,2783,Di Linh,159,12,11,1,5.86,"[2410, 1870, 2906, 3461, 4924]"
2784,2784,Bảo Lâm,187,11,12,1,4.89,"[1501, 769, 4513, 378, 425]"
2785,2785,Lâm Hà,128,15,15,0,6.05,"[688, 4984, 1275, 1896, 783]"
2786,2786,Cát Tiên,173,15,7,1,1.9,"[665, 1497, 2204, 2119, 1681]"
2787,2787,Đam Rông,178,12,8,0,5.55,"[1881, 3967, 1186, 1576, 3072]"
2788,2788,Đức Trọng,118,6,12,1,1.27,"[2873, 2333, 4885, 2157, 4321]"
2789,2789,Đam Rông,97,8,8,0,13.34,"[4858, 1617, 851, 2470, 3772]"
2790,2790,Bảo Lâm,121,10,5,0,11.54,"[3536, 3054, 1241, 2241, 2710]"
2791,2791,Lạc Dương,234,15,11,1,7.38,"[4180, 2817, 2312, 1570, 339]"
2792,2792,Bảo Lộc,149,8,15,0,11.19,"[1137, 1995, 4667, 294, 1532]"
2793,2793,Đà Lạt,165,6,15,1,4.5,"[1823, 1314, 3313, 1060, 3135]"
2794,2794,Đơn Dương,150,6,6,0,8.75,"[3272, 3622, 4138, 2685, 4918]"
2795,2795,Đà Lạt,93,8,7,1,3.78,"[1298, 4181, 2933, 3069, 4252]"
2796,2796,Đam Rông,90,11,11,0,13.78,"[4533, 159, 2923, 240, 1585]"
2797,2797,Bảo Lộc,57,13,11,0,9.91,"[1027, 4392, 2536, 2706, 4015]"
2798,2798,Đơn Dương,111,12,9,0,9.76,"[2668, 3256, 3004, 633, 1044]"
2799,2799,Di Linh,89,12,15,1,3.61,"[4537, 4694, 2021, 3543, 3186]"
2800,2800,Lạc Dương,233,6,14,1,14.63,"[1104, 698, 3696, 2690, 1009]"
2801,2801,Lạc Dương,101,8,11,0,8.82,"[4555, 4516, 2443, 8, 4467]"
2802,2802,Bảo Lâm,190,6,13,1,4.88,"[719, 3936, 3392, 425, 2863]"
2803,2803,Lạc Dương,169,10,13,0,6.19,"[1766, 102, 2457, 464, 2904]"
2804,2804,Bảo Lâm,104,13,13,1,8.79,"[2759, 1258, 3946, 732, 4528]"
2805,2805,Bảo Lâm,159,11,13,1,11.05,"[4878, 4081, 3222, 1590, 1357]"
2806,2806,Bảo Lâm,75,6,7,0,8.1,"[2280, 4088, 2030, 1150, 1755]"
2807,2807,Đạ Tẻh,126,13,11,0,10.7,"[4112, 2382, 3394, 149, 98]"
2808,2808,Đam Rông,181,6,11,0,2.67,"[3304, 1286, 1007, 1809, 1226]"
2809,2809,Đơn Dương,230,8,8,0,6.36,"[1454, 2331, 3417, 3277, 2665]"
2810,2810,Cát Tiên,120,9,7,0,2.33,"[305, 165, 4907, 4068, 1173]"
2811,2811,Lạc Dương,184,5,15,1,8.48,"[1990, 3887, 498, 1926, 1009]"
2812,2812,Đạ Tẻh,72,8,15,0,7.96,"[4762, 1539, 3593, 28, 3375]"
2813,2813,Cát Tiên,191,6,10,1,11.86,"[932, 3908, 392, 4633, 1034]"
2814,2814,Lạc Dương,159,5,15,0,9.07,"[298, 1666, 1530, 811, 1321]"
2815,2815,Di Linh,95,15,6,1,9.35,"[3440, 2360, 2017, 2617, 2223]"
2816,2816,Bảo Lộc,189,15,15,1,10.34,"[316, 2368, 68, 3582, 2900]"
2817,2817,Lạc Dương,237,15,13,1,5.85,"[2791, 4180, 1560, 4565, 1523]"
2818,2818,Bảo Lộc,134,13,11,0,5.06,"[2655, 966, 974, 2228, 4476]"
2819,2819,Đạ Tẻh,206,7,10,0,10.82,"[1429, 518, 2533, 2692, 3770]"
2820,2820,Đức Trọng,165,15,11,0,4.63,"[2199, 4110, 463, 3381, 4290]"
2821,2821,Đạ Tẻh,58,10,9,1,12.49,"[4655, 1231, 3359, 786, 1189]"
2822,2822,Bảo Lâm,232,13,15,1,6.73,"[53, 1123, 378, 4212, 4810]"
2823,2823,Đức Trọng,103,14,10,1,9.79,"[2954, 1039, 3840, 563, 3223]"
2824,2824,Bảo Lâm,164,11,15,0,13.37,"[393, 1295, 4182, 3308, 4331]"
2825,2825,Đạ Tẻh,97,12,10,1,2.94,"[4815, 643, 4288, 3945, 602]"
2826,2826,Cát Tiên,237,7,6,0,5.94,"[2552, 4985, 1139, 3602, 3748]"
2827,2827,Đức Trọng,177,5,15,1,3.09,"[4462, 2873, 3581, 1726, 3158]"
2828,2828,Đam Rông,83,15,14,0,10.22,"[2939, 2216, 2660, 4320, 172]"
2829,2829,Di Linh,181,8,14,1,4.25,"[1195, 3743, 443, 2326, 4545]"
2830,2830,Đức Trọng,68,7,5,1,4.07,"[4961, 4814, 455, 3972, 796]"
2831,2831,Bảo Lâm,107,9,11,1,5.32,"[4247, 1939, 3946, 4684, 4234]"
2832,2832,Lâm Hà,110,11,11,1,2.21,"[3710, 3704, 3608, 1850, 3251]"
2833,2833,Bảo Lâm,107,13,5,0,2.54,"[171, 3369, 2694, 2032, 3741]"
2834,2834,Cát Tiên,173,6,5,0,11.33,"[2867, 735, 1297, 2380, 4889]"
2835,2835,Đạ Tẻh,217,6,11,1,5.9,"[277, 2037, 1145, 2912, 4033]"
2836,2836,Lâm Hà,249,8,9,1,2.11,"[3595, 3842, 2189, 3409, 189]"
2837,2837,Lâm Hà,177,10,12,1,8.55,"[4011, 3634, 3084, 3985, 1371]"
2838,2838,Đà Lạt,223,14,9,0,7.78,"[3553, 1109, 4170, 2262, 2099]"
2839,2839,Đạ Huoai,75,14,11,1,2.63,"[4752, 1865, 489, 4809, 4546]"
2840,2840,Đam Rông,147,13,7,1,9.78,"[2512, 2213, 3833, 4992, 4988]"
2841,2841,Đơn Dương,250,7,13,1,1.46,"[3302, 2074, 4561, 3431, 3306]"
2842,2842,Bảo Lộc,153,10,9,0,0.89,"[4045, 726, 765, 954, 1469]"
2843,2843,Đơn Dương,202,5,12,1,9.07,"[4582, 3929, 33, 3306, 2198]"
2844,2844,Lạc Dương,199,10,15,0,0.98,"[4221, 2325, 656, 2193, 2457]"
2845,2845,Lạc Dương,180,8,10,1,14.25,"[4989, 1791, 1884, 4481, 1013]"
2846,2846,Đạ Tẻh,149,9,12,1,1.27,"[1747, 2522, 643, 1058, 3793]"
2847,2847,Đà Lạt,171,7,7,0,12.04,"[1525, 869, 287, 1122, 1770]"
2848,2848,Đức Trọng,68,9,13,0,9.01,"[3914, 2713, 1320, 1121, 715]"
2849,2849,Bảo Lộc,172,6,15,0,14.43,"[1137, 3546, 3192, 3647, 2792]"
2850,2850,Đạ Huoai,91,9,7,1,6.72,"[3163, 3154, 3112, 4460, 1937]"
2851,2851,Bảo Lộc,80,5,9,0,7.16,"[3281, 4535, 863, 1004, 2740]"
2852,2852,Cát Tiên,58,9,10,0,11.83,"[310, 1549, 2993, 2557, 2977]"
2853,2853,Cát Tiên,169,14,8,0,8.36,"[2673, 467, 4439, 3139, 1606]"
2854,2854,Cát Tiên,144,9,14,0,11.8,"[1963, 3666, 396, 1302, 4743]"
2855,2855,Đạ Huoai,123,9,5,0,3.73,"[2672, 465, 2518, 4141, 4018]"
2856,2856,Bảo Lâm,184,15,13,1,12.93,"[4450, 3539, 1357, 2760, 4528]"
2857,2857,Đam Rông,238,7,12,0,5.44,"[1286, 911, 601, 1679, 4072]"
2858,2858,Bảo Lộc,85,8,15,0,4.43,"[4375, 3438, 1380, 2934, 1279]"
2859,2859,Lâm Hà,130,10,5,1,12.27,"[3436, 3613, 4220, 4305, 3467]"
2860,2860,Đà Lạt,158,5,10,1,4.02,"[290, 2539, 3810, 837, 2486]"
2861,2861,Bảo Lâm,106,8,6,0,6.7,"[4088, 2280, 3291, 3196, 891]"
2862,2862,Cát Tiên,147,14,9,1,8.61,"[4258, 3618, 3517, 3534, 4273]"
2863,2863,Bảo Lâm,167,8,13,1,3.07,"[3936, 425, 2802, 266, 719]"
2864,2864,Bảo Lộc,55,15,10,0,5.8,"[2536, 4964, 974, 793, 4753]"
2865,2865,Đam Rông,176,11,12,0,11.33,"[2941, 3727, 2601, 3349, 950]"
2866,2866,Di Linh,129,14,15,0,9.38,"[3230, 3804, 3736, 3335, 2310]"
2867,2867,Cát Tiên,211,6,5,0,13.62,"[1184, 1297, 2834, 2380, 3748]"
2868,2868,Di Linh,194,7,8,1,4.57,"[1425, 4950, 1965, 2384, 3201]"
2869,2869,Đam Rông,74,8,10,0,2.45,"[4658, 1494, 4002, 13, 4058]"
2870,2870,Đà Lạt,95,10,10,0,6.99,"[1228, 994, 4053, 1645, 4601]"
2871,2871,Lạc Dương,52,6,12,0,9.83,"[270, 3500, 4467, 1234, 2257]"
2872,2872,Bảo Lộc,71,10,10,0,3.37,"[765, 3501, 404, 4457, 3599]"
2873,2873,Đức Trọng,147,7,12,1,3.52,"[4321, 2788, 660, 3158, 1198]"
2874,2874,Lạc Dương,58,11,11,1,3.28,"[1792, 3323, 3607, 2208, 3495]"
2875,2875,Lạc Dương,185,11,10,1,2.93,"[2049, 4024, 3860, 1256, 302]"
2876,2876,Cát Tiên,104,7,5,1,3.85,"[1571, 2226, 1723, 823, 2491]"
2877,2877,Đức Trọng,237,8,6,0,5.43,"[758, 555, 4005, 169, 4013]"
2878,2878,Đà Lạt,177,9,13,1,5.28,"[4319, 3040, 2344, 646, 2283]"
2879,2879,Đức Trọng,72,14,13,0,6.27,"[3364, 4764, 3961, 385, 4712]"
2880,2880,Bảo Lâm,105,6,10,1,3.9,"[1391, 4247, 2831, 3505, 527]"
2881,2881,Cát Tiên,244,11,5,0,11.42,"[2928, 2353, 4850, 2681, 4494]"
2882,2882,Đam Rông,103,15,10,0,3.49,"[4452, 2949, 2749, 1057, 1186]"
2883,2883,Đơn Dương,65,5,15,0,9.94,"[2047, 1335, 3433, 2988, 2975]"
2884,2884,Đà Lạt,117,10,9,0,13.51,"[2888, 2719, 3190, 2317, 1846]"
2885,2885,Cát Tiên,222,10,12,1,1.99,"[904, 1706, 736, 209, 4759]"
2886,2886,Bảo Lộc,241,12,5,1,7.64,"[479, 973, 2418, 3682, 1096]"
2887,2887,Bảo Lâm,171,7,11,0,11.05,"[400, 4484, 2553, 2244, 1724]"
2888,2888,Đà Lạt,128,11,9,0,12.8,"[2884, 1846, 3190, 2317, 23]"
2889,2889,Cát Tiên,213,14,5,1,14.47,"[2224, 1907, 3081, 2752, 657]"
2890,2890,Đà Lạt,113,6,10,0,10.2,"[4478, 2102, 1770, 295, 4522]"
2891,2891,Bảo Lâm,150,10,9,0,3.82,"[4662, 852, 4602, 3814, 1579]"
2892,2892,Đạ Huoai,203,15,6,1,11.31,"[3059, 341, 1225, 3913, 4648]"
2893,2893,Bảo Lâm,81,14,14,0,13.68,"[2674, 3497, 3829, 4699, 1924]"
2894,2894,Di Linh,241,14,15,1,10.86,"[2574, 4746, 3414, 4029, 806]"
2895,2895,Lạc Dương,207,6,5,1,0.8,"[906, 2729, 1741, 4833, 384]"
2896,2896,Đơn Dương,166,12,10,0,6.82,"[62, 241, 436, 2707, 2668]"
2897,2897,Đạ Tẻh,170,5,14,1,8.31,"[1278, 146, 4097, 2912, 1262]"
2898,2898,Đam Rông,196,11,15,1,7.99,"[144, 3605, 1046, 4832, 3368]"
2899,2899,Di Linh,168,12,13,1,1.69,"[4545, 791, 3461, 456, 4924]"
2900,2900,Bảo Lộc,135,14,15,1,8.76,"[4284, 4356, 423, 752, 4825]"
2901,2901,Đạ Tẻh,149,13,8,1,1.85,"[3231, 3640, 3326, 4815, 1188]"
2902,2902,Di Linh,246,8,10,1,12.4,"[4128, 4470, 127, 2926, 1702]"
2903,2903,Đức Trọng,176,12,7,1,6.3,"[417, 352, 2230, 3746, 3981]"
2904,2904,Lạc Dương,158,8,12,0,4.55,"[2457, 1766, 3228, 2803, 440]"
2905,2905,Di Linh,208,11,12,0,8.14,"[3452, 3947, 1534, 225, 405]"
2906,2906,Di Linh,125,14,10,1,5.32,"[2268, 3398, 2223, 4951, 2783]"
2907,2907,Di Linh,101,8,6,1,7.25,"[4056, 4981, 2343, 2570, 2285]"
2908,2908,Đam Rông,225,8,5,0,10.97,"[132, 4342, 4669, 4594, 145]"
2909,2909,Đơn Dương,233,15,11,1,13.96,"[3987, 1593, 849, 2125, 4313]"
2910,2910,Di Linh,211,13,11,0,1.63,"[2182, 191, 3533, 1709, 4567]"
2911,2911,Đơn Dương,190,5,13,1,4.28,"[2467, 3306, 4561, 3302, 2843]"
2912,2912,Đạ Tẻh,226,5,12,1,8.52,"[4033, 3920, 2835, 4456, 277]"
2913,2913,Đà Lạt,54,6,7,1,6.06,"[3872, 2746, 2292, 1298, 2795]"
2914,2914,Bảo Lâm,67,8,6,1,1.84,"[3910, 2623, 4871, 527, 2156]"
2915,2915,Bảo Lâm,94,13,7,1,8.39,"[1417, 2999, 1705, 319, 617]"
2916,2916,Đạ Tẻh,190,11,15,1,3.27,"[2121, 3793, 583, 1058, 4119]"
2917,2917,Đạ Huoai,90,6,7,1,14.1,"[3245, 1037, 4025, 1758, 730]"
2918,2918,Đạ Tẻh,105,15,12,0,2.26,"[2629, 1875, 474, 3853, 179]"
2919,2919,Đà Lạt,250,10,12,0,3.31,"[3380, 3444, 1108, 2066, 301]"
2920,2920,Đam Rông,177,10,14,1,12.3,"[4832, 2647, 3753, 3617, 4039]"
2921,2921,Lạc Dương,211,14,14,0,11.57,"[671, 2110, 2445, 3043, 3479]"
2922,2922,Đạ Tẻh,71,5,11,1,8.97,"[919, 1537, 449, 3846, 2035]"
2923,2923,Đam Rông,119,12,11,0,12.99,"[4533, 3598, 2796, 1585, 1218]"
2924,2924,Đức Trọng,105,10,13,0,3.62,"[3021, 4046, 1644, 2664, 338]"
2925,2925,Đức Trọng,178,7,6,1,1.83,"[2229, 833, 773, 3890, 4059]"
2926,2926,Di Linh,238,9,7,1,13.2,"[2450, 2428, 1702, 2902, 1024]"
2927,2927,Đơn Dương,107,10,11,1,13.18,"[4521, 4503, 4166, 4800, 4214]"
2928,2928,Cát Tiên,237,9,5,0,10.52,"[2881, 4850, 2353, 2681, 4985]"
2929,2929,Đạ Huoai,230,8,9,1,9.32,"[4307, 3248, 374, 3093, 2315]"
2930,2930,Đạ Tẻh,154,5,9,1,6.74,"[1853, 2588, 2306, 4550, 2035]"
2931,2931,Bảo Lộc,176,13,11,0,13.41,"[3807, 409, 1035, 4075, 573]"
2932,2932,Cát Tiên,55,13,6,1,4.24,"[38, 4127, 898, 957, 2406]"
2933,2933,Đà Lạt,109,6,6,1,2.51,"[3729, 1478, 2795, 1298, 2913]"
2934,2934,Bảo Lộc,117,10,14,0,3.02,"[1279, 1078, 11, 4576, 3011]"
2935,2935,Lâm Hà,90,10,9,0,12.29,"[2956, 2154, 2556, 3848, 2738]"
2936,2936,Đức Trọng,235,14,15,1,10.51,"[2643, 99, 1785, 639, 4264]"
2937,2937,Cát Tiên,61,13,14,1,5.14,"[353, 248, 416, 238, 882]"
2938,2938,Lâm Hà,134,13,15,1,13.51,"[4693, 4441, 3655, 903, 4316]"
2939,2939,Đam Rông,104,15,15,0,9.91,"[2828, 172, 2216, 2144, 2660]"
2940,2940,Cát Tiên,152,6,9,0,9.63,"[3146, 4889, 3836, 4355, 3162]"
2941,2941,Đam Rông,170,11,11,0,10.62,"[2865, 3727, 950, 2601, 1603]"
2942,2942,Bảo Lộc,133,14,14,0,1.61,"[83, 4476, 4174, 11, 1078]"
2943,2943,Đơn Dương,107,13,12,1,1.6,"[1143, 3316, 1343, 4488, 4834]"
2944,2944,Đơn Dương,239,15,13,1,4.29,"[39, 1420, 1288, 756, 394]"
2945,2945,Đà Lạt,112,9,13,1,9.6,"[4299, 2970, 1502, 4938, 3116]"
2946,2946,Bảo Lâm,239,11,8,0,7.76,"[739, 4769, 4942, 2297, 2390]"
2947,2947,Đam Rông,186,15,12,0,1.15,"[1715, 4475, 333, 4452, 3967]"
2948,2948,Đà Lạt,75,5,12,0,4.7,"[4335, 229, 1547, 782, 2113]"
2949,2949,Đam Rông,79,15,9,0,7.72,"[3909, 533, 850, 2882, 401]"
2950,2950,Di Linh,171,8,10,1,1.65,"[1965, 4924, 3971, 4545, 4950]"
2951,2951,Cát Tiên,69,9,9,0,5.48,"[1173, 2564, 4068, 1684, 323]"
2952,2952,Di Linh,150,9,9,0,7.38,"[4714, 3435, 834, 3906, 2624]"
2953,2953,Lạc Dương,226,7,13,1,6.39,"[498, 1858, 1413, 1498, 4458]"
2954,2954,Đức Trọng,122,14,11,1,9.73,"[2823, 563, 3223, 1039, 1639]"
2955,2955,Đức Trọng,211,8,8,1,10.05,"[1192, 1151, 1612, 4336, 4286]"
2956,2956,Lâm Hà,94,11,10,0,13.45,"[2935, 3735, 2556, 4185, 435]"
2957,2957,Đạ Huoai,243,8,8,0,10.4,"[3731, 1656, 2158, 4231, 3480]"
2958,2958,Đam Rông,216,14,6,1,7.73,"[1595, 1886, 3142, 2363, 3511]"
2959,2959,Đạ Huoai,75,6,11,0,4.21,"[4766, 2365, 879, 3638, 580]"
2960,2960,Bảo Lộc,115,6,6,1,13.53,"[3449, 4947, 4860, 3963, 3329]"
2961,2961,Đức Trọng,155,11,5,0,7.77,"[3033, 422, 169, 4131, 3348]"
2962,2962,Đơn Dương,110,15,5,1,0.94,"[2377, 4554, 4449, 595, 873]"
2963,2963,Bảo Lâm,232,9,14,0,10.6,"[4881, 1464, 2492, 3604, 16]"
2964,2964,Cát Tiên,172,10,5,0,12.08,"[2353, 1297, 2380, 4850, 2928]"
2965,2965,Bảo Lộc,129,14,5,0,7.82,"[638, 3456, 1171, 4003, 2755]"
2966,2966,Lạc Dương,123,9,9,0,13.68,"[3642, 4343, 1133, 4808, 4948]"
2967,2967,Bảo Lâm,156,12,15,0,2.63,"[484, 3954, 317, 3496, 4821]"
2968,2968,Lạc Dương,222,5,8,0,13.2,"[2986, 687, 3038, 3141, 2594]"
2969,2969,Bảo Lộc,233,15,6,1,5.97,"[973, 3492, 2418, 2886, 479]"
2970,2970,Đà Lạt,82,10,13,1,9.46,"[2945, 4643, 1651, 4698, 3775]"
2971,2971,Đạ Tẻh,52,13,13,0,12.9,"[2430, 3861, 357, 3653, 149]"
2972,2972,Lạc Dương,157,11,12,1,6.79,"[302, 3372, 2091, 3860, 4453]"
2973,2973,Đạ Huoai,226,8,12,1,5.55,"[1409, 1259, 4151, 1383, 57]"
2974,2974,Bảo Lộc,233,5,7,1,7.22,"[119, 3952, 894, 3978, 4937]"
2975,2975,Đơn Dương,112,7,12,0,8.7,"[3749, 1335, 2047, 3979, 2988]"
2976,2976,Đam Rông,118,15,14,1,6.63,"[3592, 227, 983, 2364, 4055]"
2977,2977,Cát Tiên,76,12,11,0,8.54,"[2985, 4904, 3447, 1549, 1210]"
2978,2978,Đam Rông,55,12,8,0,3.58,"[1057, 2500, 2724, 850, 838]"
2979,2979,Đơn Dương,72,12,7,1,5.54,"[588, 1727, 54, 1119, 3669]"
2980,2980,Đức Trọng,202,5,5,1,6.37,"[833, 1612, 279, 2229, 3970]"
2981,2981,Cát Tiên,249,14,14,0,12.78,"[2507, 3819, 3176, 2179, 124]"
2982,2982,Bảo Lâm,55,15,5,1,3.24,"[1158, 2238, 2181, 3181, 4092]"
2983,2983,Lâm Hà,213,8,10,1,7.02,"[3985, 1371, 632, 3409, 3818]"
