id,region,area_by_m2,width_of_facade,width_of_road,is_legal,price
03613,Lâm Hà,140,10,5,1,10.66
03614,Đạ Huoai,81,5,13,0,13.62
03615,Đạ Huoai,232,15,11,1,7.59
03616,Lạc Dương,154,15,12,1,11.62
03617,Đam Rông,202,8,13,1,12.41
03618,Cát Tiên,111,13,10,1,8.12
03619,Đam Rông,196,5,12,0,13.62
03620,Bảo Lộc,121,9,6,0,11.43
03621,Cát Tiên,237,15,10,1,3.81
03622,Đơn Dương,131,7,6,0,10.62
03623,Lạc Dương,190,6,13,0,1.49
03624,Bảo Lộc,211,8,6,0,8.48
03625,Lâm Hà,187,10,5,0,12.21
03626,Đạ Tẻh,131,9,14,0,10.8
03627,Đam Rông,148,12,5,1,13.52
03628,Bảo Lâm,244,5,14,1,9.33
03629,Đơn Dương,187,8,5,1,5.65
03630,Đà Lạt,213,12,10,0,1.41
03631,Đam Rông,220,6,9,1,5.75
03632,Đam Rông,80,13,10,1,10.0
03633,Lâm Hà,144,14,14,0,14.36
03634,Lâm Hà,168,11,12,1,10.24
03635,Bảo Lâm,50,14,12,0,7.1
03636,Đơn Dương,173,11,8,1,6.39
03637,Bảo Lâm,203,15,5,1,9.73
03638,Đạ Huoai,81,5,7,0,4.51
03639,Di Linh,246,8,13,0,4.16
03640,Đạ Tẻh,154,13,7,1,4.8
03641,Lâm Hà,218,12,10,0,14.26
03642,Lạc Dương,115,8,7,0,12.42
03643,Đơn Dương,135,8,15,1,7.88
03644,Lâm Hà,150,13,9,1,11.92
03645,Đạ Tẻh,68,15,15,0,7.01
03646,Cát Tiên,187,15,14,1,8.19
03647,Bảo Lộc,172,7,12,0,13.86
03648,Đức Trọng,145,15,10,1,2.18
03649,Đạ Huoai,63,8,5,0,3.08
03650,Đạ Tẻh,92,9,14,1,8.69
03651,Đơn Dương,169,12,6,0,9.85
03652,Cát Tiên,211,13,8,0,14.06
03653,Đạ Tẻh,96,11,13,0,13.28
03654,Lâm Hà,219,5,10,0,6.05
03655,Lâm Hà,156,14,13,1,11.32
03656,Đơn Dương,184,11,13,0,13.41
03657,Bảo Lộc,231,8,10,0,14.88
03658,Đam Rông,215,6,14,1,3.76
03659,Đạ Huoai,86,11,13,1,4.0
03660,Đạ Tẻh,215,6,6,1,7.43
03661,Lâm Hà,100,15,5,1,8.61
03662,Lâm Hà,196,7,11,0,4.83
03663,Cát Tiên,182,11,12,0,8.59
03664,Đà Lạt,146,10,14,0,12.0
03665,Lâm Hà,91,6,6,0,5.45
03666,Cát Tiên,180,10,13,0,9.05
03667,Di Linh,153,5,11,1,4.18
03668,Đà Lạt,227,6,14,1,13.68
03669,Đơn Dương,99,11,6,1,8.09
03670,Lạc Dương,191,8,6,1,6.42
03671,Lâm Hà,240,12,10,1,10.59
03672,Lạc Dương,197,11,7,0,2.06
03673,Đạ Huoai,210,11,13,0,12.87
03674,Bảo Lộc,125,13,6,1,11.86
03675,Di Linh,75,5,6,1,13.19
03676,Bảo Lộc,115,13,5,0,13.6
03677,Đà Lạt,248,12,5,1,1.3
03678,Đà Lạt,127,11,8,1,14.78
03679,Lạc Dương,177,14,6,0,0.86
03680,Đạ Tẻh,81,14,12,1,8.32
03681,Đức Trọng,158,11,5,0,1.35
03682,Bảo Lộc,234,12,5,1,3.21
03683,Đam Rông,108,6,12,1,1.0
03684,Đam Rông,235,8,14,1,7.22
03685,Lạc Dương,170,12,7,1,14.38
03686,Đơn Dương,151,10,10,0,11.52
03687,Đạ Tẻh,97,10,14,0,14.58
03688,Đơn Dương,170,15,11,1,3.26
03689,Di Linh,234,7,11,1,6.48
03690,Đức Trọng,157,13,7,1,12.25
03691,Lạc Dương,54,11,15,1,4.62
03692,Cát Tiên,156,8,15,1,9.21
03693,Bảo Lâm,84,13,12,0,2.83
03694,Đà Lạt,199,9,6,1,2.32
03695,Đà Lạt,230,14,11,1,7.96
03696,Lạc Dương,189,6,15,1,12.6
03697,Đà Lạt,217,12,7,0,10.84
03698,Di Linh,250,5,14,1,14.69
03699,Lạc Dương,156,11,8,1,14.76
03700,Đam Rông,202,11,8,1,12.05
03701,Đạ Huoai,154,5,7,0,4.94
03702,Đạ Tẻh,102,12,6,1,11.84
03703,Đức Trọng,122,9,8,0,5.11
03704,Lâm Hà,153,10,10,1,4.39
03705,Lâm Hà,185,12,13,0,9.35
03706,Đạ Tẻh,153,13,7,0,1.84
03707,Đơn Dương,105,12,11,0,13.48
03708,Lạc Dương,198,12,8,0,11.39
03709,Bảo Lâm,249,5,8,0,8.16
03710,Lâm Hà,147,13,11,1,2.02
03711,Di Linh,201,14,5,1,8.19
03712,Đơn Dương,88,7,14,1,14.1
03713,Lạc Dương,180,14,15,1,14.71
03714,Cát Tiên,241,14,15,1,11.26
03715,Di Linh,156,9,9,1,14.86
03716,Lâm Hà,184,10,8,0,14.52
03717,Bảo Lâm,232,7,5,0,7.02
03718,Bảo Lộc,184,5,13,1,13.99
03719,Bảo Lâm,128,7,7,0,9.69
03720,Di Linh,141,8,10,1,13.09
03721,Đơn Dương,154,14,6,1,10.79
03722,Đơn Dương,141,6,13,0,2.44
03723,Đức Trọng,157,13,7,1,12.88
03724,Đạ Huoai,191,10,8,1,5.59
03725,Bảo Lâm,118,11,15,0,7.21
03726,Lạc Dương,194,6,8,0,6.29
03727,Đam Rông,158,11,13,0,10.22
03728,Đức Trọng,92,5,6,0,13.89
03729,Đà Lạt,135,5,7,1,1.65
03730,Lâm Hà,66,12,8,1,7.18
03731,Đạ Huoai,215,8,8,0,9.16
03732,Lâm Hà,246,7,6,0,12.12
03733,Bảo Lâm,238,5,10,0,7.02
03734,Đức Trọng,113,13,15,1,9.96
03735,Lâm Hà,137,11,10,0,14.87
03736,Di Linh,177,13,14,0,10.95
03737,Lâm Hà,147,9,8,1,4.0
03738,Lâm Hà,173,13,5,1,7.83
03739,Đơn Dương,62,6,12,1,6.25
03740,Lâm Hà,168,11,12,1,13.18
03741,Bảo Lâm,129,15,6,0,5.3
03742,Đam Rông,191,12,6,1,5.8
03743,Di Linh,150,10,14,1,5.0
03744,Cát Tiên,201,12,11,1,2.52
03745,Lạc Dương,63,8,15,0,14.92
03746,Đức Trọng,153,13,9,1,5.25
03747,Đơn Dương,218,12,6,0,13.13
03748,Cát Tiên,231,5,7,0,10.19
03749,Đơn Dương,128,6,12,0,7.9
03750,Lâm Hà,208,13,15,1,9.96
03751,Đạ Tẻh,133,15,13,0,10.15
03752,Bảo Lộc,58,12,13,1,3.83
03753,Đam Rông,156,8,13,1,12.36
03754,Di Linh,231,5,12,1,5.23
03755,Đam Rông,204,8,15,0,9.99
03756,Đức Trọng,177,11,10,1,13.09
03757,Cát Tiên,222,11,8,0,3.99
03758,Đạ Huoai,202,15,14,1,11.1
03759,Bảo Lộc,88,7,6,1,3.94
03760,Đạ Huoai,109,11,9,0,12.92
03761,Đam Rông,62,9,8,1,8.46
03762,Đơn Dương,207,5,6,1,5.05
03763,Đà Lạt,144,14,6,0,2.76
03764,Lạc Dương,86,15,15,1,2.5
03765,Di Linh,250,12,7,0,3.04
03766,Bảo Lâm,245,5,9,1,9.16
03767,Di Linh,248,10,5,1,3.35
03768,Lâm Hà,191,8,10,0,7.29
03769,Đà Lạt,153,9,12,1,13.14
03770,Đạ Tẻh,226,5,10,0,10.01
03771,Cát Tiên,248,8,12,1,9.93
03772,Đam Rông,136,10,8,0,11.88
03773,Đà Lạt,122,6,15,0,6.85
03774,Đam Rông,112,8,10,0,9.43
03775,Đà Lạt,62,12,15,1,8.57
03776,Bảo Lâm,178,14,12,1,6.29
03777,Đạ Tẻh,165,7,13,0,2.21
03778,Lạc Dương,141,5,7,1,3.15
03779,Đạ Huoai,50,14,15,1,12.32
03780,Bảo Lộc,250,14,9,0,5.28
03781,Đam Rông,111,10,8,0,6.23
03782,Đức Trọng,220,9,10,0,4.83
03783,Đạ Tẻh,145,5,12,0,1.92
03784,Đam Rông,168,8,6,1,8.36
03785,Đà Lạt,137,5,7,1,12.72
03786,Đạ Huoai,227,14,15,1,4.79
03787,Đạ Huoai,203,12,7,0,14.44
03788,Đạ Huoai,123,15,11,0,5.12
03789,Đà Lạt,139,12,11,0,8.6
03790,Bảo Lộc,80,6,10,1,11.14
03791,Lạc Dương,203,9,8,0,7.75
03792,Đà Lạt,66,11,9,1,5.89
03793,Đạ Tẻh,156,10,15,1,2.18
03794,Lạc Dương,125,6,11,1,6.27
03795,Lâm Hà,140,6,10,1,6.86
03796,Bảo Lâm,113,15,10,1,9.49
03797,Di Linh,108,8,10,0,14.28
03798,Cát Tiên,203,12,15,0,7.38
03799,Đà Lạt,66,13,8,1,11.08
03800,Bảo Lâm,190,7,12,1,13.16
03801,Đơn Dương,185,7,12,1,12.36
03802,Đơn Dương,52,9,8,0,9.11
03803,Bảo Lâm,138,14,11,0,2.61
03804,Di Linh,164,14,13,0,8.53
03805,Cát Tiên,213,13,8,1,11.24
03806,Bảo Lộc,113,7,14,1,6.85
03807,Bảo Lộc,189,13,10,0,10.8
03808,Đạ Tẻh,244,12,13,0,13.13
03809,Cát Tiên,89,11,12,1,1.35
03810,Đà Lạt,182,5,11,1,5.78
03811,Lâm Hà,127,14,11,1,9.2
03812,Đam Rông,87,8,5,1,7.17
03813,Bảo Lộc,121,9,5,0,4.72
03814,Bảo Lâm,119,8,8,0,2.12
03815,Đức Trọng,190,7,11,1,10.54
03816,Bảo Lộc,99,12,13,1,14.48
03817,Đam Rông,127,15,6,0,2.66
03818,Lâm Hà,191,7,12,1,8.56
03819,Cát Tiên,213,14,13,0,11.4
03820,Bảo Lộc,227,13,13,1,8.14
03821,Đam Rông,145,12,11,1,5.69
03822,Đam Rông,53,8,13,0,13.23
03823,Đà Lạt,61,13,6,1,13.85
03824,Lạc Dương,229,13,6,0,9.78
03825,Lạc Dương,97,6,6,0,14.18
03826,Đà Lạt,74,11,7,1,5.98
03827,Đơn Dương,89,7,6,0,3.35
03828,Lạc Dương,113,15,10,0,12.75
03829,Bảo Lâm,128,15,15,0,12.8
03830,Đạ Huoai,152,10,7,1,1.1
03831,Đạ Tẻh,221,7,5,0,4.59
03832,Đạ Tẻh,249,14,13,1,1.21
03833,Đam Rông,103,12,6,1,7.91
03834,Đạ Tẻh,151,7,9,0,7.29
03835,Đơn Dương,58,5,9,1,5.44
03836,Cát Tiên,163,7,10,0,9.4
03837,Đam Rông,171,15,11,0,12.3
03838,Đức Trọng,185,9,9,0,3.16
03839,Đam Rông,172,5,9,1,14.02
03840,Đức Trọng,78,13,11,1,7.55
03841,Đức Trọng,62,10,15,0,2.57
03842,Lâm Hà,238,9,11,1,3.81
03843,Lâm Hà,246,6,15,0,11.96
03844,Di Linh,58,15,10,0,10.12
03845,Đà Lạt,83,14,5,1,14.7
03846,Đạ Tẻh,98,7,13,1,8.91
03847,Đam Rông,250,7,9,1,12.62
03848,Lâm Hà,76,8,8,0,11.17
03849,Di Linh,186,14,6,0,11.77
03850,Di Linh,68,8,13,1,11.17
03851,Lâm Hà,72,10,7,1,6.59
03852,Bảo Lộc,66,8,6,1,4.48
03853,Đạ Tẻh,136,13,11,0,3.47
03854,Đà Lạt,209,5,14,1,9.2
03855,Di Linh,164,11,5,1,7.09
03856,Lâm Hà,237,7,14,0,4.64
03857,Di Linh,86,6,7,0,11.87
03858,Đà Lạt,163,9,9,0,5.45
03859,Đam Rông,105,10,8,0,8.31
03860,Lạc Dương,174,11,12,1,3.32
03861,Đạ Tẻh,84,11,13,0,11.87
03862,Cát Tiên,58,14,9,1,10.38
03863,Đạ Tẻh,105,6,11,0,12.04
03864,Di Linh,136,13,12,0,1.36
03865,Đức Trọng,199,9,12,1,10.68
03866,Đà Lạt,216,9,9,0,6.46
03867,Đà Lạt,69,8,5,1,11.9
03868,Lâm Hà,120,12,5,1,2.85
03869,Bảo Lâm,93,8,14,1,12.97
03870,Bảo Lộc,88,7,12,1,9.85
03871,Di Linh,116,8,14,1,9.41
03872,Đà Lạt,70,5,7,1,6.96
03873,Đạ Huoai,106,5,8,0,8.71
03874,Đức Trọng,111,9,9,0,5.06
03875,Cát Tiên,134,13,6,1,9.45
03876,Đam Rông,212,14,9,1,13.31
03877,Đơn Dương,200,5,6,1,13.92
03878,Đam Rông,161,6,11,1,3.81
03879,Đạ Tẻh,90,5,8,0,3.55
03880,Di Linh,93,9,7,0,12.05
03881,Di Linh,242,7,14,0,9.81
03882,Đức Trọng,126,9,9,0,4.35
03883,Lạc Dương,152,10,12,1,10.74
03884,Đơn Dương,176,10,13,0,6.16
03885,Đơn Dương,111,12,14,1,6.28
03886,Lạc Dương,169,5,8,1,8.83
03887,Lạc Dương,163,7,15,1,9.33
03888,Di Linh,68,11,10,1,9.07
03889,Đơn Dương,61,13,5,0,1.19
03890,Đức Trọng,179,9,8,1,1.85
03891,Đạ Tẻh,86,15,15,1,12.24
03892,Đam Rông,231,8,15,0,7.52
03893,Lạc Dương,123,9,8,1,4.87
03894,Bảo Lâm,203,10,8,0,13.8
03895,Đức Trọng,158,11,10,1,1.56
03896,Đức Trọng,225,9,11,1,14.68
03897,Đam Rông,160,14,13,0,10.56
03898,Lạc Dương,89,9,11,0,2.66
03899,Cát Tiên,216,14,5,0,2.23
03900,Đà Lạt,218,14,15,0,1.37
03901,Đà Lạt,168,9,6,1,10.26
03902,Lạc Dương,198,10,6,1,2.68
03903,Đà Lạt,225,5,15,0,5.13
03904,Lạc Dương,217,15,7,0,9.75
03905,Cát Tiên,129,10,8,0,13.75
03906,Di Linh,170,11,10,0,7.95
03907,Cát Tiên,215,5,12,1,2.77
03908,Cát Tiên,215,7,12,1,12.73
03909,Đam Rông,111,13,9,0,10.18
03910,Bảo Lâm,89,8,5,1,0.93
03911,Bảo Lâm,58,12,11,1,10.31
03912,Bảo Lâm,133,7,12,1,12.88
03913,Đạ Huoai,223,14,7,1,8.67
03914,Đức Trọng,73,11,13,0,9.94
03915,Đơn Dương,67,11,12,1,8.83
03916,Đơn Dương,222,13,12,0,13.83
03917,Đà Lạt,175,13,8,1,13.77
03918,Đạ Huoai,182,10,14,0,6.14
03919,Đà Lạt,201,13,12,1,11.53
03920,Đạ Tẻh,238,6,11,1,10.04
03921,Lâm Hà,51,15,15,0,4.14
03922,Cát Tiên,63,5,5,0,11.22
03923,Bảo Lộc,109,10,8,1,8.11
03924,Bảo Lâm,232,10,12,0,2.71
03925,Lạc Dương,100,8,15,0,0.96
03926,Lạc Dương,86,6,6,0,13.83
03927,Đà Lạt,99,7,13,0,2.53
03928,Đam Rông,139,9,5,1,14.1
03929,Đơn Dương,194,5,12,1,12.17
03930,Bảo Lộc,88,6,14,1,9.01
03931,Đà Lạt,211,5,14,1,7.14
03932,Đạ Huoai,242,12,12,1,6.98
03933,Đam Rông,247,12,11,1,12.21
03934,Đam Rông,169,10,14,0,10.09
03935,Đạ Tẻh,97,15,12,0,11.63
03936,Bảo Lâm,168,7,14,1,4.73
03937,Đức Trọng,59,13,7,1,14.04
03938,Lâm Hà,72,9,13,0,4.04
03939,Lâm Hà,77,15,11,0,3.72
03940,Đà Lạt,76,13,15,1,13.73
03941,Đức Trọng,196,13,6,1,11.07
03942,Đà Lạt,92,12,15,1,6.87
03943,Bảo Lộc,60,5,14,1,7.78
03944,Bảo Lộc,193,9,14,0,7.81
03945,Đạ Tẻh,122,13,11,1,6.21
03946,Bảo Lâm,86,11,12,1,6.36
03947,Di Linh,191,13,12,0,9.23
03948,Cát Tiên,238,9,14,1,13.73
03949,Đạ Tẻh,146,11,7,1,8.37
03950,Đạ Tẻh,210,6,13,1,1.74
03951,Đơn Dương,187,14,7,1,9.85
03952,Bảo Lộc,241,6,6,1,9.39
03953,Lạc Dương,196,9,10,0,13.34
03954,Bảo Lâm,143,10,15,0,3.59
03955,Cát Tiên,206,13,15,1,13.75
03956,Đam Rông,246,12,8,1,11.29
03957,Đơn Dương,241,11,5,0,1.49
03958,Lạc Dương,182,7,7,1,5.04
03959,Bảo Lộc,97,10,5,1,14.9
03960,Đà Lạt,183,10,14,0,5.21
03961,Đức Trọng,58,13,13,0,10.42
03962,Lâm Hà,145,13,8,0,12.91
03963,Bảo Lộc,129,6,8,1,10.47
03964,Đơn Dương,157,6,11,0,3.13
03965,Bảo Lâm,194,10,6,1,13.22
03966,Đam Rông,237,12,5,1,1.88
03967,Đam Rông,186,12,10,0,3.13
03968,Lâm Hà,187,12,11,1,13.09
03969,Đà Lạt,61,14,5,1,10.54
03970,Đức Trọng,241,6,6,1,10.46
03971,Di Linh,144,9,9,1,4.56
03972,Đức Trọng,76,9,6,1,7.57
03973,Di Linh,63,9,12,1,7.7
03974,Đạ Tẻh,182,13,15,0,4.76
03975,Bảo Lâm,158,14,15,1,11.39
03976,Đạ Huoai,92,13,8,1,13.17
03977,Lâm Hà,191,10,14,1,1.99
03978,Bảo Lộc,223,8,6,1,7.97
03979,Đơn Dương,151,6,13,0,6.69
03980,Đam Rông,121,8,14,1,3.83
03981,Đức Trọng,154,13,7,1,9.52
03982,Đức Trọng,248,10,13,0,12.8
03983,Đạ Huoai,194,11,9,0,10.27
03984,Đạ Tẻh,182,5,6,1,5.38
03985,Lâm Hà,194,8,12,1,7.81
03986,Di Linh,68,7,7,0,13.08
03987,Đơn Dương,249,15,11,1,10.28
03988,Đam Rông,136,14,8,0,12.14
03989,Đức Trọng,61,15,13,0,1.04
03990,Đạ Huoai,81,8,5,0,10.03
03991,Cát Tiên,199,13,13,0,4.52
03992,Bảo Lộc,162,15,10,0,9.72
03993,Đà Lạt,213,5,10,1,2.78
03994,Đam Rông,146,7,9,1,8.34
03995,Đức Trọng,242,5,5,0,10.31
03996,Di Linh,70,5,12,0,4.88
03997,Đức Trọng,206,13,14,0,9.01
03998,Cát Tiên,147,15,11,1,13.53
03999,Di Linh,168,12,8,1,2.64
04000,Đạ Tẻh,200,5,9,1,12.14
04001,Đam Rông,105,10,15,0,6.72
04002,Đam Rông,81,7,8,0,3.62
04003,Bảo Lộc,94,15,8,0,9.37
04004,Di Linh,225,10,5,1,5.16
04005,Đức Trọng,185,9,7,0,5.16
04006,Di Linh,128,15,14,1,7.43
04007,Bảo Lâm,243,6,9,1,6.23
04008,Đạ Huoai,214,14,14,1,1.85
04009,Đà Lạt,108,7,10,1,13.57
04010,Đơn Dương,138,14,12,0,3.07
04011,Lâm Hà,185,10,12,1,7.86
04012,Đạ Huoai,140,11,5,1,7.36
04013,Đức Trọng,240,7,5,0,10.05
04014,Lạc Dương,181,5,11,1,1.62
04015,Bảo Lộc,66,14,13,0,12.52
04016,Đạ Huoai,149,10,5,1,5.54
04017,Di Linh,114,5,15,1,14.97
04018,Đạ Huoai,125,8,8,0,4.28
04019,Bảo Lâm,203,11,5,1,2.93
04020,Đơn Dương,140,15,8,1,8.51
04021,Bảo Lâm,115,5,8,1,10.21
04022,Bảo Lộc,123,7,12,0,4.25
04023,Lâm Hà,206,11,15,0,12.23
04024,Lạc Dương,179,11,11,1,0.99
04025,Đạ Huoai,77,5,9,1,10.14
04026,Đạ Huoai,80,11,11,0,8.16
04027,Cát Tiên,240,6,13,0,6.79
04028,Lạc Dương,177,8,8,1,0.88
04029,Di Linh,169,14,14,1,11.7
04030,Đam Rông,61,5,7,0,5.43
04031,Đơn Dương,122,13,5,0,7.73
04032,Đạ Tẻh,68,6,14,1,4.38
04033,Đạ Tẻh,239,5,11,1,8.8
04034,Đam Rông,234,14,7,1,1.36
04035,Cát Tiên,194,5,7,1,5.85
04036,Lạc Dương,96,11,6,1,6.81
04037,Đơn Dương,53,15,11,0,2.26
04038,Bảo Lâm,222,14,7,0,14.85
04039,Đam Rông,190,8,13,1,13.85
04040,Bảo Lâm,232,10,7,1,4.54
04041,Cát Tiên,150,6,11,0,5.88
04042,Đam Rông,160,7,14,0,6.78
04043,Di Linh,111,5,15,0,2.16
04044,Lạc Dương,156,6,8,1,5.25
04045,Bảo Lộc,158,11,9,0,2.32
04046,Đức Trọng,143,9,13,0,1.83
04047,Đam Rông,171,12,7,0,1.13
04048,Bảo Lộc,213,11,11,1,7.3
04049,Đà Lạt,217,11,13,1,14.3
04050,Đạ Tẻh,151,9,15,1,12.28
04051,Cát Tiên,194,5,14,0,10.73
04052,Cát Tiên,238,5,14,1,10.14
04053,Đà Lạt,77,10,12,0,8.73
04054,Cát Tiên,125,12,10,0,5.74
04055,Đam Rông,174,15,13,1,6.99
04056,Di Linh,75,8,5,1,6.41
04057,Đam Rông,249,13,8,1,8.48
04058,Đam Rông,104,10,10,0,1.82
04059,Đức Trọng,227,5,6,1,1.04
04060,Đơn Dương,95,15,6,0,6.13
04061,Đà Lạt,175,13,12,0,8.0
04062,Đức Trọng,62,7,13,1,13.09
04063,Đạ Tẻh,228,15,13,1,14.76
04064,Bảo Lộc,242,12,10,1,4.72
04065,Lạc Dương,102,11,12,1,13.91
04066,Cát Tiên,245,5,15,0,1.63
04067,Đức Trọng,134,6,5,0,2.14
04068,Cát Tiên,118,9,8,0,6.34
04069,Cát Tiên,197,15,14,0,2.59
04070,Đức Trọng,152,11,14,0,14.36
04071,Cát Tiên,75,15,15,0,4.46
04072,Đam Rông,247,7,11,0,10.16
04073,Lạc Dương,125,10,13,1,12.8
04074,Bảo Lộc,131,14,10,1,5.58
04075,Bảo Lộc,143,12,9,0,12.58
04076,Bảo Lộc,126,9,15,1,1.61
04077,Lạc Dương,71,10,8,0,3.27
04078,Đạ Huoai,53,14,14,0,2.4
04079,Lâm Hà,118,7,9,0,2.49
04080,Đạ Huoai,243,8,15,1,10.71
04081,Bảo Lâm,123,10,14,1,10.66
04082,Đơn Dương,180,11,14,1,14.52
04083,Lạc Dương,58,9,11,0,11.48
04084,Đạ Tẻh,91,15,11,1,12.79
04085,Đà Lạt,237,13,5,0,13.31
04086,Đạ Tẻh,198,12,5,0,2.01
04087,Đạ Tẻh,161,12,5,0,7.11
04088,Bảo Lâm,101,8,6,0,7.46
04089,Đạ Tẻh,93,15,6,1,14.85
04090,Bảo Lộc,175,12,8,1,2.25
04091,Đà Lạt,222,12,5,1,12.12
04092,Bảo Lâm,56,15,9,1,5.77
04093,Đà Lạt,234,15,5,1,11.47
04094,Bảo Lâm,127,13,8,1,5.05
04095,Di Linh,241,10,13,0,12.32
04096,Cát Tiên,185,10,11,0,14.23
04097,Đạ Tẻh,139,6,12,1,9.62
04098,Đạ Huoai,232,14,12,1,8.53
04099,Đạ Huoai,148,5,11,1,9.65
04100,Cát Tiên,84,6,12,0,9.52
04101,Đà Lạt,161,10,9,1,7.75
04102,Lâm Hà,159,15,9,1,8.31
04103,Đức Trọng,94,12,8,0,14.97
04104,Đạ Tẻh,212,13,8,0,7.72
04105,Đam Rông,160,11,12,1,9.83
04106,Bảo Lâm,219,12,15,1,14.93
04107,Đức Trọng,167,8,12,0,8.21
04108,Bảo Lộc,73,7,5,0,13.15
04109,Đạ Huoai,231,11,14,1,12.73
04110,Đức Trọng,120,14,11,0,4.1
04111,Di Linh,157,8,11,1,11.34
04112,Đạ Tẻh,155,14,12,0,9.24
04113,Lạc Dương,63,15,12,1,8.92
04114,Lạc Dương,197,14,9,1,13.22
04115,Bảo Lâm,127,10,8,1,7.09
04116,Bảo Lộc,68,9,10,1,5.96
04117,Đức Trọng,125,7,8,1,1.5
04118,Đạ Tẻh,167,5,8,0,7.9
04119,Đạ Tẻh,182,14,13,1,3.58
04120,Đạ Tẻh,90,11,12,1,13.5
04121,Đam Rông,103,5,14,0,9.87
04122,Đạ Huoai,101,14,12,0,5.69
04123,Di Linh,153,13,6,0,9.8
04124,Bảo Lộc,157,8,5,0,14.11
04125,Đạ Tẻh,200,11,9,0,12.09
04126,Lạc Dương,90,15,12,1,6.92
04127,Cát Tiên,61,11,7,1,3.35
04128,Di Linh,227,8,11,1,12.77
04129,Lâm Hà,241,12,11,1,10.58
04130,Đạ Huoai,89,13,11,0,4.91
04131,Đức Trọng,166,12,7,0,5.33
04132,Đam Rông,97,9,15,1,11.75
04133,Đam Rông,214,9,10,1,13.67
04134,Cát Tiên,55,9,11,1,14.52
04135,Lâm Hà,111,5,13,0,9.52
04136,Đạ Tẻh,67,13,14,0,6.58
04137,Di Linh,90,9,14,0,9.03
04138,Đơn Dương,175,5,7,0,8.0
04139,Cát Tiên,61,5,11,0,12.96
04140,Lâm Hà,93,8,10,1,14.31
04141,Đạ Huoai,117,7,5,0,6.13
04142,Cát Tiên,79,15,13,0,7.03
04143,Đạ Huoai,148,5,11,0,12.58
04144,Đức Trọng,193,13,10,0,7.94
04145,Lâm Hà,204,11,8,1,5.62
04146,Đơn Dương,52,9,5,0,0.9
04147,Bảo Lâm,109,9,11,0,8.57
04148,Di Linh,122,11,5,0,11.32
04149,Bảo Lộc,250,9,13,1,13.21
04150,Đức Trọng,121,15,6,1,10.48
04151,Đạ Huoai,228,8,10,1,4.87
04152,Đam Rông,230,6,13,1,7.37
04153,Bảo Lâm,110,10,5,1,12.76
04154,Đức Trọng,226,5,11,1,5.16
04155,Lạc Dương,214,9,13,1,10.2
04156,Cát Tiên,162,13,7,0,5.03
04157,Bảo Lâm,77,10,7,1,13.05
04158,Di Linh,130,6,5,0,3.13
04159,Đạ Tẻh,73,13,6,0,6.08
04160,Bảo Lộc,76,9,6,1,0.84
04161,Đức Trọng,131,9,10,0,12.2
04162,Đạ Huoai,187,15,9,1,10.11
04163,Lạc Dương,198,9,9,1,9.78
04164,Bảo Lộc,178,10,6,0,13.89
04165,Lâm Hà,57,12,7,0,10.74
04166,Đơn Dương,96,12,12,1,12.72
04167,Lạc Dương,226,5,7,1,10.45
04168,Đạ Huoai,244,8,5,1,11.75
04169,Đơn Dương,142,10,13,1,8.71
04170,Đà Lạt,219,15,10,0,5.3
04171,Cát Tiên,232,5,15,1,2.32
04172,Đam Rông,157,12,6,1,4.67
04173,Lâm Hà,250,14,7,1,9.25
04174,Bảo Lộc,104,12,12,0,3.19
04175,Đức Trọng,171,15,9,0,14.24
04176,Cát Tiên,242,5,11,1,6.93
04177,Đạ Huoai,239,9,12,0,10.24
04178,Cát Tiên,167,13,12,0,12.32
04179,Di Linh,215,13,14,1,4.66
04180,Lạc Dương,209,15,11,1,7.87
04181,Đà Lạt,86,9,8,1,5.86
04182,Bảo Lâm,133,11,13,0,10.95
04183,Đạ Huoai,216,5,9,0,2.27
04184,Đam Rông,63,6,5,0,3.14
04185,Lâm Hà,130,10,11,0,9.89
04186,Đức Trọng,87,5,8,1,12.68
04187,Đam Rông,211,13,12,1,12.67
04188,Đức Trọng,60,12,9,1,5.5
04189,Đạ Huoai,118,15,11,1,14.33
04190,Đơn Dương,178,15,14,0,13.25
04191,Lạc Dương,100,8,13,0,1.49
04192,Lâm Hà,109,15,12,0,9.54
04193,Đạ Tẻh,175,15,15,1,14.5
04194,Đam Rông,158,7,14,0,0.98
04195,Đà Lạt,117,7,5,0,8.81
04196,Lạc Dương,154,15,6,1,5.13
04197,Bảo Lộc,176,10,13,0,7.53
04198,Cát Tiên,194,14,13,1,3.12
04199,Bảo Lộc,155,15,5,1,3.12
04200,Đạ Huoai,133,13,7,1,14.54
04201,Đạ Tẻh,150,8,9,0,8.8
04202,Đạ Tẻh,167,10,12,0,12.25
04203,Lâm Hà,200,8,14,1,2.01
04204,Bảo Lộc,238,15,6,0,13.93
04205,Đơn Dương,93,12,6,0,8.0
04206,Đạ Tẻh,242,7,11,0,14.64
04207,Đạ Huoai,149,12,13,0,8.24
04208,Cát Tiên,147,9,6,1,1.06
04209,Di Linh,116,14,10,1,11.64
04210,Lâm Hà,160,13,5,1,4.32
04211,Đạ Tẻh,130,15,5,0,11.27
04212,Bảo Lâm,221,15,14,1,9.32
04213,Đạ Tẻh,174,12,10,0,1.26
04214,Đơn Dương,137,11,9,1,11.1
04215,Đạ Huoai,165,7,5,1,14.01
